start_date_local,name,type,moving_time,distance,elapsed_time,total_elevation_gain,max_speed,average_speed,max_heartrate,average_heartrate,average_cadence,calories,icu_average_watts,icu_normalized_watts,icu_joules,icu_training_load,pace,icu_fatigue,icu_fitness,icu_eftp,hr_z1_secs,hr_z2_secs,hr_z3_secs,hr_z4_secs,hr_z5_secs,hr_z6_secs,hr_z7_secs,z1_secs,z2_secs,z3_secs,z4_secs,z5_secs,z6_secs,z7_secs,sweet_spot_secs,icu_weight
2022-10-24T17:16:54,Afternoon Ride,Ride,754,4035.1,917,14,9.391,5.352,131,99,,95,,,,4,5.3515916,46.528683,60.79675,245,701,0,0,0,0,0,0,,,,,,,,,66
2022-10-24T09:12:00,Morning Ride,Ride,776,3950.6,952,34,7.415,5.091,147,109,,118,,,,6,5.0909796,46.528683,60.79675,245,630,126,0,0,0,0,0,,,,,,,,,66
2022-10-23T19:24:51,Evening Ride,VirtualRide,3003,26195.1,3003,104,13.092,8.723,144,130,83.16878,429,150,155,449672,33,8.722977,52.13821,62.02071,245,1256,1747,0,0,0,0,0,781,2201,21,0,0,0,0,0,66
2022-10-22T20:28:21,Zwift - New Workout in Watopia,VirtualRide,3925,34798.5,4119,171,14.31,8.866,155,138,84.184105,578,154,162,604615,48,8.86586,55.077168,62.71997,245,948,2355,612,9,0,0,0,933,2451,536,4,0,0,0,23,66
2022-10-20T17:47:39,Afternoon Ride,Ride,691,4078.2,726,10,9.7,5.902,101,84,,52,,,,2,5.901881,64.788795,64.59445,246,669,0,0,0,0,0,0,,,,,,,,,66
2022-10-20T15:03:55,Afternoon Ride,Ride,911,4057.2,941,38,9.888,4.454,122,98,,99,,,,4,4.4535675,64.788795,64.59445,246,890,0,0,0,0,0,0,,,,,,,,,66
2022-10-19T15:38:41,Afternoon Ride,Ride,4769,38475.3,4819,452,20.178,8.068,176,141,87.188896,895,165,195,785255,84,8.067792,73.816696,66.0063,246,1344,1447,1032,794,35,88,29,1394,1367,1152,507,203,114,32,797,66
2022-10-19T10:55:06,Morning Ride,Ride,711,4025.4,752,13,9.308,5.662,121,95,,78,,,,3,5.6616035,73.816696,66.0063,246,681,0,0,0,0,0,0,,,,,,,,,66
2022-10-19T09:08:47,Morning Ride,Ride,862,4087.9,939,41,10.762,4.742,131,97,,92,,,,4,4.7423434,73.816696,66.0063,246,835,0,0,0,0,0,0,,,,,,,,,66
2022-10-18T15:33:16,Afternoon Ride,Ride,6882,44038.7,7023,935,21.245,6.399,172,133,83.41897,1174,148,202,1020177,129,6.3991137,71.17794,65.404076,246,3124,1558,861,1164,93,53,0,2792,1451,1061,757,454,183,147,767,66
2022-10-18T12:55:10,Lunch Ride,Ride,623,4011.7,655,15,9.763,6.439,155,115,,98,,,,5,6.439326,71.17794,65.404076,246,493,83,36,3,0,0,0,,,,,,,,,66
2022-10-18T11:47:00,Lunch Ride,Ride,776,4036.9,844,44,9.627,5.202,127,100,,91,,,,4,5.2021904,71.17794,65.404076,246,768,0,0,0,0,0,0,,,,,,,,,66
2022-10-17T20:04:02,Zwift - Double Trouble on Innsbruckring in Watopia,VirtualRide,2430,20122.6,2430,83,12.608,8.281,143,125,77.42869,320,138,151,334886,26,8.280905,60.91641,63.654858,246,1827,600,0,0,0,0,0,1366,532,525,4,0,0,0,23,66
2022-10-17T17:32:56,Afternoon Ride,Ride,740,4001.4,891,14,8.716,5.407,137,101,,82,,,,4,5.407297,60.91641,63.654858,246,720,6,0,0,0,0,0,,,,,,,,,66
2022-10-17T09:11:03,Morning Ride,Ride,805,4052.8,918,35,9.524,5.035,126,99,,99,,,,4,5.0345345,60.91641,63.654858,246,790,0,0,0,0,0,0,,,,,,,,,66
2022-10-16T15:38:51,Afternoon Ride,Ride,5825,50139.8,6243,369,15.362,8.608,171,141,90.41761,1149,172,194,1012032,101,8.607691,65.04983,64.3694,246,958,3534,1043,207,14,15,0,979,1880,2101,514,182,86,29,1180,66
2022-10-15T13:39:48,Afternoon Ride,Ride,5544,43417.5,5688,450,18.78,7.831,161,135,87.494606,976,152,180,848509,83,7.8314395,59.529137,63.486774,246,2093,2289,625,527,0,0,0,1916,1666,1124,539,174,107,8,746,66
2022-10-14T13:46:26,Afternoon Ride,Ride,6575,60238.7,7217,427,16.434,9.162,169,139,90.79804,1221,159,183,1060433,102,9.161779,55.924835,63.016598,246,1614,2884,1449,577,20,8,0,1598,2298,1915,466,164,90,21,922,66
2022-10-14T10:51:22,Morning Ride,Ride,730,4046.8,765,17,9.722,5.543,122,102,,84,,,,4,5.543562,55.924835,63.016598,246,742,0,0,0,0,0,0,,,,,,,,,66
2022-10-14T09:12:53,Morning Ride,Ride,820,4093.1,820,35,8.708,4.992,139,106,,104,,,,5,4.9915853,55.924835,63.016598,246,746,61,0,0,0,0,0,,,,,,,,,66
2022-10-13T14:58:59,Afternoon Ride,Ride,792,3999.5,910,42,8.36,5.05,130,102,,97,,,,5,5.049874,47.467216,61.860428,246,772,0,0,0,0,0,0,,,,,,,,,66
2022-10-12T15:36:59,Afternoon Ride,Ride,4091,29071.6,4222,395,19.054,7.106,157,124,84.58565,655,134,169,555782,54,7.106233,53.988693,63.23049,246,2419,1213,425,26,0,0,0,1827,1050,745,352,98,11,0,448,66
2022-10-12T11:01:00,Lunch Ride,Ride,731,4065.5,731,21,8.162,5.562,138,108,,97,,,,5,5.5615597,53.988693,63.23049,246,690,18,0,0,0,0,0,,,,,,,,,66
2022-10-12T09:11:30,Morning Ride,Ride,822,4000.6,911,37,8.854,4.867,127,97,,83,,,,4,4.86691,53.988693,63.23049,246,813,0,0,0,0,0,0,,,,,,,,,66
2022-10-11T15:56:13,Afternoon Ride,Ride,5536,44116.4,5816,301,17.008,7.969,156,129,86.58088,893,136,156,763369,62,7.9690027,52.604874,63.236046,246,3282,2082,197,12,0,0,0,2429,2147,692,183,59,26,0,301,66
2022-10-11T15:18:44,Afternoon Ride,Ride,738,3971.8,897,13,9.043,5.382,123,99,,79,,,,4,5.381843,52.604874,63.236046,246,731,0,0,0,0,0,0,,,,,,,,,66
2022-10-11T09:10:23,Morning Ride,Ride,770,4009.4,817,37,10.05,5.207,126,99,,86,,,,4,5.2070127,52.604874,63.236046,246,756,0,0,0,0,0,0,,,,,,,,,66
2022-10-10T18:15:32,Evening Hike,Hike,2053,2189.9,2123,5,1.614,1.067,116,101,49.89628,214,,,,10,1.0666828,49.93359,63.073067,,2010,0,0,0,0,0,0,,,,,,,,,66
2022-10-10T17:56:05,Afternoon Ride,Ride,669,3887.7,693,15,8.958,5.811,135,117,,108,,,,6,5.8112106,49.93359,63.073067,247,629,27,0,0,0,0,0,,,,,,,,,66
2022-10-10T09:09:37,Morning Ride,Ride,851,4054.4,1015,37,10.285,4.764,141,106,,137,,,,7,4.764277,49.93359,63.073067,247,754,48,0,0,0,0,0,,,,,,,,,66
2022-10-09T14:39:05,Afternoon Ride,Ride,4621,34596.3,4886,216,15,7.487,151,120,86.769714,646,115,140,533156,42,7.4867563,54.069645,64.038635,247,3631,919,68,0,0,0,0,2940,1143,387,118,30,0,0,189,66
2022-10-08T15:42:51,Afternoon Ride,Ride,7642,48094.8,8173,1102,20.409,6.293,180,141,86.13185,1334,150,203,1156420,145,6.2934833,55.92312,64.569664,247,2876,1063,916,1569,706,316,182,2972,1085,1261,1371,587,297,32,1281,66
2022-10-06T18:17:22,Evening Ride,Ride,698,3968.6,733,14,8.978,5.686,125,106,,87,,,,4,5.6856737,48.731228,64.1408,232,688,0,0,0,0,0,0,,,,,,,,,66
2022-10-06T15:06:45,Afternoon Ride,Ride,751,4031.1,751,38,9.504,5.368,135,110,,105,,,,5,5.3676434,48.731228,64.1408,232,726,7,0,0,0,0,0,,,,,,,,,66
2022-10-05T15:30:50,Afternoon Ride,Ride,6592,55152.7,7289,363,17.706,8.367,169,133,90.193054,1159,149,187,1001650,106,8.366611,54.832554,65.46943,233,2781,3081,446,269,43,1,0,2267,2415,1246,297,108,122,121,556,66
2022-10-05T10:46:22,Morning Ride,Ride,1213,4294.4,1627,17,8.33,3.54,120,96,,152,,,,5,3.5403132,54.832554,65.46943,233,1099,0,0,0,0,0,0,,,,,,,,,66
2022-10-05T09:04:49,Morning Ride,Ride,889,4080.9,921,37,10.343,4.59,146,105,,117,,,,6,4.5904384,54.832554,65.46943,233,770,88,0,0,0,0,0,,,,,,,,,66
2022-10-04T15:27:33,Afternoon Ride,Ride,758,4006,942,12,9.728,5.285,125,99,,93,,,,5,5.2849603,45.28581,64.22779,233,745,0,0,0,0,0,0,,,,,,,,,66
2022-10-04T09:11:51,Morning Ride,Ride,876,4115.1,973,40,8.952,4.698,120,87,,77,,,,3,4.6976027,45.28581,64.22779,233,854,0,0,0,0,0,0,,,,,,,,,66
2022-10-03T18:16:23,Evening Hike,Hike,1785,1676.3,2116,4,1.356,0.939,117,87,47.65543,157,,,,5,0.93910366,51.011604,65.58261,,1654,0,0,0,0,0,0,,,,,,,,,66
2022-10-03T17:57:37,Afternoon Ride,Ride,708,3745.8,747,11,7.754,5.291,121,100,,84,,,,4,5.290678,51.011604,65.58261,233,693,0,0,0,0,0,0,,,,,,,,,66
2022-10-03T09:13:18,Morning Ride,Ride,886,4054.9,947,35,7.392,4.577,134,100,,109,,,,5,4.5766363,51.011604,65.58261,233,852,3,0,0,0,0,0,,,,,,,,,66
2022-10-01T13:32:50,Afternoon Ride,Ride,3648,28008.9,3702,236,17.008,7.678,158,124,87.73052,561,130,168,475700,47,7.6778784,65.4017,68.435684,234,2386,925,250,78,0,0,0,1757,988,503,245,86,25,20,313,66
2022-09-30T19:21:09,Zwift - Pace Partner Ride: Watopia's Waistband in Watopia with Bernie,VirtualRide,1535,12061.5,1558,29,13.338,7.858,128,114,85.37397,157,106,115,164991,9,7.8576546,68.22756,68.95218,234,1532,0,0,0,0,0,0,1461,71,0,0,0,0,0,0,66
2022-09-30T10:51:20,Morning Ride,Ride,760,4119.8,786,16,9.457,5.421,118,87,,62,,,,2,5.4207892,68.22756,68.95218,234,755,0,0,0,0,0,0,,,,,,,,,66
2022-09-30T09:10:25,Morning Ride,Ride,893,4094.5,937,35,9.115,4.585,132,102,,114,,,,5,4.5851064,68.22756,68.95218,234,883,0,0,0,0,0,0,,,,,,,,,66
2022-09-29T17:42:27,Afternoon Ride,Ride,713,4074.9,788,14,9.616,5.715,152,108,,102,,,,5,5.715147,76.24789,70.22807,234,640,51,15,0,0,0,0,,,,,,,,,66
2022-09-29T15:05:47,Afternoon Ride,Ride,837,4128.5,872,39,7.98,4.932,136,108,,126,,,,6,4.932497,76.24789,70.22807,234,766,26,0,0,0,0,0,,,,,,,,,66
2022-09-29T09:41:29,Morning Ride,Ride,7244,41480.6,7635,1004,21.824,5.726,175,138,82.41773,1189,140,189,1018064,120,5.726201,76.24789,70.22807,234,2874,1239,1438,1088,294,297,21,3003,1485,1318,805,438,186,2,930,66
2022-09-28T10:41:00,Morning Ride,Ride,810,4044.6,970,17,9.004,4.993,125,100,,102,,,,4,4.9933333,67.83988,68.763756,234,757,0,0,0,0,0,0,,,,,,,,,66
2022-09-28T09:09:30,Morning Ride,Ride,855,4081.5,1031,42,9.21,4.774,126,106,,129,,,,5,4.773684,67.83988,68.763756,234,848,0,0,0,0,0,0,,,,,,,,,66
2022-09-27T16:22:22,Afternoon Ride,Ride,6471,44550.6,6777,728,21.318,6.885,171,134,84.68998,1095,144,193,941654,111,6.884655,76.875626,70.20378,234,3239,1433,872,495,326,102,0,2710,1369,1009,697,414,248,12,787,66
2022-09-27T09:05:02,Morning Ride,Ride,875,4059.7,875,36,9.644,4.64,123,94,,84,,,,4,4.639657,76.875626,70.20378,234,852,0,0,0,0,0,0,,,,,,,,,66
2022-09-26T17:29:45,Afternoon Ride,Ride,723,3982.8,836,14,9.234,5.509,120,98,,89,,,,4,5.5087137,71.02106,69.124405,234,712,0,0,0,0,0,0,,,,,,,,,66
2022-09-26T09:06:53,Morning Ride,Ride,846,4008.7,2967,39,9.13,4.738,137,102,,117,,,,6,4.738416,71.02106,69.124405,234,811,26,0,0,0,0,0,,,,,,,,,66
2022-09-25T07:17:43,Morning Ride,Ride,11027,69710.3,12024,1510,18.338,6.322,163,135,81.73113,1928,152,179,1676093,163,6.3217826,80.391754,70.54902,234,4039,4152,1731,1092,0,0,0,3530,3360,2773,1156,176,19,0,1753,66
2022-09-23T16:16:18,Afternoon Ride,Ride,5282,39606.9,5375,463,19.266,7.498,169,133,86.44131,863,140,185,738708,83,7.498466,78.103294,69.967606,234,2448,1455,788,510,67,2,0,2396,1313,684,435,198,230,0,512,66
2022-09-23T10:50:21,Morning Ride,Ride,746,4068,768,17,9.182,5.453,120,99,,86,,,,4,5.453083,78.103294,69.967606,234,726,0,0,0,0,0,0,,,,,,,,,66
2022-09-23T09:06:48,Morning Ride,Ride,840,3994.6,1000,39,8.625,4.755,136,94,,100,,,,4,4.7554765,78.103294,69.967606,234,808,25,0,0,0,0,0,,,,,,,,,66
2022-09-22T19:23:18,Zwift - Red Unicorn in Yorkshire,VirtualRide,5410,42578.9,5410,755,22.2,7.87,158,143,83.85733,927,179,189,970515,89,7.870406,76.12281,69.46082,234,889,1876,2389,253,0,0,0,763,1632,2382,436,187,7,0,442,66
2022-09-22T17:58:25,Afternoon Ride,Ride,798,4021.3,916,20,9.002,5.039,124,92,,86,,,,4,5.039223,76.12281,69.46082,234,732,0,0,0,0,0,0,,,,,,,,,66
2022-09-22T15:08:50,Afternoon Ride,Ride,797,4005.2,881,40,9.002,5.025,120,93,,86,,,,4,5.025345,76.12281,69.46082,234,785,0,0,0,0,0,0,,,,,,,,,66
2022-09-21T20:46:05,Zwift - Pedaling Drills in Richmond,VirtualRide,1831,13215.7,1831,71,14.614,7.218,142,117,87.17987,206,118,134,216239,15,7.21775,72.9168,68.79726,234,1591,237,0,0,0,0,0,1387,344,43,47,7,0,0,42,66
2022-09-21T11:18:21,Lunch Ride,Ride,2453,19841.3,2470,126,13.85,8.089,152,125,89.571846,425,149,173,367079,34,8.088586,72.9168,68.79726,234,2027,413,13,0,0,0,0,896,1056,404,51,23,8,15,123,66
2022-09-21T10:48:56,Morning Ride,Ride,854,4090.2,898,25,9.914,4.789,131,109,,124,,,,6,4.789461,72.9168,68.79726,234,813,0,0,0,0,0,0,,,,,,,,,66
2022-09-21T09:07:40,Morning Ride,Ride,811,4074.7,903,37,8.857,5.024,138,107,,122,,,,6,5.024291,72.9168,68.79726,234,746,51,0,0,0,0,0,,,,,,,,,66
2022-09-20T15:53:04,Zwift - Devedeset in Watopia,VirtualRide,3601,29405.5,3601,356,16.834,8.166,170,144,85.812065,593,172,191,619640,61,8.165926,74.7468,68.98513,234,842,752,1016,865,103,19,0,1217,539,1005,802,29,5,0,1618,66
2022-09-20T15:04:48,Afternoon Ride,Ride,849,4019.4,919,20,8.918,4.734,123,94,,87,,,,3,4.7342753,74.7468,68.98513,234,794,0,0,0,0,0,0,,,,,,,,,66
2022-09-20T12:06:44,Lunch Ride,Ride,789,4005.4,828,40,10.351,5.077,144,110,,122,,,,6,5.0765524,74.7468,68.98513,234,680,84,0,0,0,0,0,,,,,,,,,66
2022-09-19T17:58:00,Afternoon Ride,Ride,5049,31084,5149,629,21.368,6.156,176,133,85.07103,811,137,188,695456,82,6.1564665,75.475746,68.96068,234,2408,1409,490,355,213,74,88,2276,989,909,430,219,202,2,574,66
2022-09-19T17:28:00,Afternoon Ride,Ride,1112,4273.7,1460,17,9.182,3.843,119,97,,144,,,,5,3.8432555,75.475746,68.96068,234,1075,0,0,0,0,0,0,,,,,,,,,66
2022-09-19T15:40:11,Afternoon Ride,Ride,839,4039.6,839,39,10.035,4.815,135,105,,110,,,,5,4.8147798,75.475746,68.96068,234,799,23,0,0,0,0,0,,,,,,,,,66
2022-09-19T11:48:59,Lunch Ride,Ride,762,3976.1,863,13,8.833,5.218,113,92,,70,,,,3,5.217979,75.475746,68.96068,234,748,0,0,0,0,0,0,,,,,,,,,66
2022-09-19T09:13:16,Morning Ride,Ride,827,3956.9,1036,41,7.949,4.785,132,99,,93,,,,4,4.784643,75.475746,68.96068,234,815,0,0,0,0,0,0,,,,,,,,,66
2022-09-18T16:21:25,Afternoon Ride,Ride,8100,28203.2,11480,419,16.64,3.482,161,116,,1258,,,,73,3.4818764,71.86324,68.23688,234,6468,974,106,148,0,0,0,,,,,,,,,66
2022-09-18T07:07:04,Morning Ride,Ride,3974,23217.1,5452,474,16.826,5.842,159,126,82.12602,621,131,176,528711,57,5.8422494,71.86324,68.23688,234,2103,1260,371,228,0,0,0,1828,893,627,404,173,37,0,465,66
2022-09-17T17:16:00,Afternoon Ride,Ride,720,4054.3,799,24,9.762,5.631,118,95,,76,,,,3,5.6309724,62.93547,66.74868,234,709,0,0,0,0,0,0,,,,,,,,,66
2022-09-17T14:08:54,Afternoon Ride,Ride,929,4445.1,1046,46,9.026,4.785,131,103,,117,,,,6,4.7848225,62.93547,66.74868,234,912,0,0,0,0,0,0,,,,,,,,,66
2022-09-16T17:00:11,Afternoon Ride,Ride,4765,29580.1,6632,499,16.298,6.208,167,129,85.96378,740,130,181,622792,72,6.207786,71.21807,68.140144,235,2475,854,840,491,85,0,0,2262,949,724,441,255,105,9,496,66
2022-09-16T10:58:45,Morning Ride,Ride,824,4597.6,1309,26,9.854,5.58,126,109,,113,,,,6,5.579612,71.21807,68.140144,235,815,0,0,0,0,0,0,,,,,,,,,66
2022-09-16T09:06:19,Morning Ride,Ride,849,4017.4,897,46,8.803,4.732,135,103,,103,,,,5,4.73192,71.21807,68.140144,235,831,7,0,0,0,0,0,,,,,,,,,66
2022-09-15T19:45:21,Zwift - Foundation in Watopia,VirtualRide,3239,28744.8,3239,163,14.78,8.875,156,143,90.42641,505,163,168,527175,42,8.874591,69.40878,67.78209,235,483,1605,1078,69,0,0,0,746,1846,643,0,0,0,0,15,66
2022-09-15T18:51:43,Evening Hike,Hike,1951,2335.4,2226,6,3.21,1.197,115,92,51.545456,190,,,,8,1.1970271,69.40878,67.78209,,1937,0,0,0,0,0,0,,,,,,,,,66
2022-09-15T17:49:45,Afternoon Ride,Ride,689,3961.3,710,18,9.35,5.749,121,98,,72,,,,3,5.7493467,69.40878,67.78209,235,701,0,0,0,0,0,0,,,,,,,,,66
2022-09-15T15:06:16,Afternoon Ride,Ride,810,4044.8,810,54,9.107,4.994,123,101,,94,,,,4,4.9935803,69.40878,67.78209,235,798,0,0,0,0,0,0,,,,,,,,,66
2022-09-14T15:29:24,Afternoon Ride,Ride,5392,41083.4,5534,429,20.132,7.619,164,131,88.19485,931,148,177,803839,78,7.6193247,71.31434,68.041885,227,2769,1785,389,461,0,0,0,2021,1419,1180,559,146,56,0,819,66
2022-09-14T11:19:12,Zwift - Ramp Test in Watopia,VirtualRide,1698,14505.2,1954,73,15.19,8.543,181,134,87.35087,236,146,201,247405,36,8.5425205,71.31434,68.041885,235,1118,112,71,113,53,83,145,1045,133,109,91,114,203,0,108,66
2022-09-14T10:44:29,Morning Ride,Ride,743,4034,851,21,9.553,5.429,117,94,,74,,,,3,5.4293404,71.31434,68.041885,227,722,0,0,0,0,0,0,,,,,,,,,66
2022-09-14T08:59:21,Morning Ride,Ride,834,4029.5,878,37,9.62,4.831,121,95,,84,,,,4,4.831535,71.31434,68.041885,227,873,0,0,0,0,0,0,,,,,,,,,66
2022-09-13T15:21:45,Afternoon Ride,Ride,783,3962.9,830,10,8.84,5.061,118,92,,70,,,,3,5.061175,63.684357,66.76585,228,772,0,0,0,0,0,0,,,,,,,,,66
2022-09-13T09:00:28,Morning Ride,Ride,863,4057,955,40,9.503,4.701,117,94,,83,,,,4,4.7010427,63.684357,66.76585,228,860,0,0,0,0,0,0,,,,,,,,,66
2022-09-12T18:24:42,Evening Ride,Ride,3418,25718.5,3418,204,15.592,7.524,151,126,85.66561,530,131,155,448858,43,7.5244293,72.38909,68.20592,228,2369,980,69,0,0,0,0,1551,1089,494,149,95,40,0,220,66
2022-09-12T17:41:12,Afternoon Ride,Ride,883,5048.5,974,20,9.065,5.717,124,94,,82,,,,4,5.7174406,72.38909,68.20592,228,882,0,0,0,0,0,0,,,,,,,,,66
2022-09-12T09:06:33,Morning Ride,Ride,831,4047.9,891,42,9.598,4.871,133,95,,85,,,,4,4.871119,72.38909,68.20592,228,847,4,0,0,0,0,0,,,,,,,,,66
2022-09-11T18:29:53,Evening Hike,Hike,2881,3196.4,2945,11,2.573,1.109,93,76,50.520832,157,,,,6,1.1094759,75.673706,68.6205,,2876,0,0,0,0,0,0,,,,,,,,,66
2022-09-11T08:22:26,Zwift - Zwift Academy 2018 Workout #8: Lactate Shuttling in Watopia,VirtualRide,1672,14174.9,1799,120,18.126,8.478,158,135,77.46068,254,159,180,265608,28,8.477811,75.673706,68.6205,228,601,747,254,68,0,0,0,510,653,70,305,73,59,0,214,66
2022-09-09T07:51:20,Birthday Morning Ride,Ride,14488,111112,16573,792,20.008,7.669,162,133,87.240425,2405,141,159,2062755,192,7.6692433,94.67692,71.12822,228,6159,7261,927,80,0,0,0,4600,6493,2150,677,325,162,20,1020,66
2022-09-07T18:10:39,Evening Ride,Ride,5020,33352.4,5081,622,22.26,6.644,167,133,83.60912,845,144,188,725409,93,6.643904,91.975464,69.85946,228,2466,562,1255,702,35,0,0,2133,478,797,1098,374,140,0,980,66
2022-09-07T09:01:23,Morning Ride,Ride,860,4019.3,912,36,8.901,4.674,121,93,,82,,,,4,4.6736045,91.975464,69.85946,228,848,0,0,0,0,0,0,,,,,,,,,66
2022-09-06T17:34:24,Afternoon Ride,Ride,8441,68656,8687,406,15.594,8.134,160,138,87.17751,1455,147,163,1251903,117,8.133634,91.20387,69.2055,228,1963,5215,1015,221,0,0,0,2047,3720,1941,515,159,32,0,809,66
2022-09-06T15:18:42,Afternoon Ride,Ride,777,3948.1,898,15,9.632,5.081,120,96,,76,,,,4,5.08121,91.20387,69.2055,228,775,0,0,0,0,0,0,,,,,,,,,66
2022-09-06T09:03:28,Morning Ride,Ride,954,4171.6,1111,41,9.351,4.373,137,106,,121,,,,6,4.3727465,91.20387,69.2055,228,895,27,0,0,0,0,0,,,,,,,,,66
2022-09-05T18:26:16,Evening Ride,Ride,2590,17852.8,2769,145,17.39,6.893,145,117,82.80764,332,104,127,269149,22,6.8929734,85.70684,67.81293,228,2280,310,0,0,0,0,0,1783,551,170,81,5,0,0,134,66
2022-09-04T19:03:27,Evening Hike,Hike,1884,2180,1935,26,1.646,1.157,94,77,51.76253,105,,,,4,1.1571125,95.48998,68.9168,,1844,0,0,0,0,0,0,,,,,,,,,66
2022-09-04T08:03:03,Morning Ride,Ride,13855,94100.4,14515,1668,20.192,6.792,172,142,85.7016,2373,147,178,2039102,230,6.7918005,95.48998,68.9168,228,3033,5067,2827,2475,349,57,0,4093,4209,2951,1701,616,218,20,1960,66
2022-09-02T18:00:06,Evening Ride,Ride,7163,44293.5,7420,966,20.808,6.184,171,136,82.46744,1224,144,192,1053952,141,6.183652,85.61724,66.50381,228,3045,1356,1430,1148,163,49,0,2803,794,1110,1394,783,239,21,1204,66
2022-09-02T08:59:54,Morning Ride,Ride,817,3989.8,877,42,8.544,4.883,130,107,,107,,,,6,4.8834763,85.61724,66.50381,228,823,0,0,0,0,0,0,,,,,,,,,66
2022-09-01T18:07:01,Evening Ride,Ride,724,4024.1,880,23,9.364,5.558,115,94,,71,,,,3,5.5581493,76.190994,64.56423,228,709,0,0,0,0,0,0,,,,,,,,,66
2022-09-01T14:59:59,Afternoon Ride,Ride,740,4013.4,796,43,10.296,5.423,151,123,,132,,,,8,5.4235134,76.190994,64.56423,228,595,115,39,0,0,0,0,,,,,,,,,66
2022-08-31T18:43:32,Evening Ride,Ride,4557,35052,4851,210,14.944,7.692,142,124,89.61119,727,134,151,615054,55,7.6919026,86.20205,65.85487,228,3261,1285,0,0,0,0,0,1527,1811,1013,115,48,12,0,332,66
2022-08-31T10:51:29,Morning Ride,Ride,706,4000.6,747,17,9.362,5.667,113,100,,75,,,,4,5.6665726,86.20205,65.85487,228,706,0,0,0,0,0,0,,,,,,,,,66
2022-08-31T09:04:02,Morning Ride,Ride,820,4043,820,41,7.494,4.931,131,106,,103,,,,5,4.9304876,86.20205,65.85487,228,810,0,0,0,0,0,0,,,,,,,,,66
2022-08-30T17:15:03,Afternoon Ride,Ride,6230,41441.3,6324,865,22.17,6.652,174,143,85.911125,1093,151,193,942551,124,6.651894,89.61151,65.89957,228,2169,699,773,1975,364,219,21,2119,926,1143,1143,604,278,7,1095,66
2022-08-30T15:47:43,Afternoon Ride,Ride,723,4103.2,738,20,9.228,5.675,120,104,,89,,,,4,5.6752424,89.61151,65.89957,228,708,0,0,0,0,0,0,,,,,,,,,66
2022-08-30T09:00:35,Morning Ride,Ride,802,3906.7,1011,38,11.15,4.871,133,93,,74,,,,4,4.8711967,89.61151,65.89957,228,808,25,0,0,0,0,0,,,,,,,,,66
2022-08-29T19:01:24,Evening Ride,Ride,3574,27034.4,3590,230,16.568,7.564,151,128,84.46379,562,132,155,473696,46,7.564186,83.10212,64.30686,228,1887,1537,156,0,0,0,0,1346,1310,653,174,63,19,0,291,66
2022-08-29T18:24:12,Evening Ride,Ride,1033,5546.6,1071,26,8.026,5.369,115,91,,87,,,,4,5.3694096,83.10212,64.30686,228,1024,0,0,0,0,0,0,,,,,,,,,66
2022-08-29T09:05:55,Morning Ride,Ride,804,4054.2,915,41,9.932,5.043,113,95,,76,,,,4,5.042537,83.10212,64.30686,228,799,0,0,0,0,0,0,,,,,,,,,66
2022-08-28T11:35:23,Lunch Hike,Hike,12252,13130.5,17672,522,1.824,1.072,139,101,52.68097,1501,,,,70,1.0717026,87.57119,64.55521,,11913,0,0,0,0,0,0,,,,,,,,,66
2022-08-27T15:01:25,Afternoon Ride,Ride,7985,57839.5,8236,673,23.35,7.244,166,137,88.746574,1341,144,170,1150996,123,7.2435193,90.26951,64.42401,228,2480,4378,511,533,45,0,0,2181,3255,1572,443,231,250,2,649,66
2022-08-26T14:38:30,Afternoon Ride,Ride,5868,37899.7,6047,801,20.142,6.459,172,137,86.28526,1013,147,198,873788,123,6.4587083,85.24325,63.01261,228,2492,957,726,1145,400,146,0,2238,723,712,1112,715,356,10,867,66
2022-08-26T10:55:12,Morning Ride,Ride,730,3978.8,755,15,8.782,5.45,120,105,,88,,,,5,5.450411,85.24325,63.01261,228,746,0,0,0,0,0,0,,,,,,,,,66
2022-08-26T08:57:53,Morning Ride,Ride,838,4021.4,868,38,9.08,4.799,138,110,,114,,,,6,4.7988067,85.24325,63.01261,228,811,39,0,0,0,0,0,,,,,,,,,66
2022-08-25T18:08:19,Evening Ride,Ride,757,4054.9,804,18,9.646,5.357,117,97,,71,,,,3,5.356539,77.75592,61.302155,228,732,0,0,0,0,0,0,,,,,,,,,66
2022-08-25T14:58:13,Afternoon Ride,Ride,632,3630.7,697,36,10.142,5.745,111,93,,72,,,,3,5.7447786,77.75592,61.302155,228,632,0,0,0,0,0,0,,,,,,,,,66
2022-08-24T16:32:20,Afternoon Ride,Ride,6321,51452.1,7066,298,16.272,8.14,163,132,90.88822,1039,137,157,880346,83,8.139868,88.775116,62.634674,228,2686,3034,456,129,0,0,0,1917,2777,1266,188,52,80,25,339,66
2022-08-24T11:35:16,Lunch Ride,Ride,632,3296.4,632,20,9.153,5.216,119,100,,70,,,,3,5.2158227,88.775116,62.634674,228,624,0,0,0,0,0,0,,,,,,,,,66
2022-08-24T08:56:18,Morning Ride,Ride,844,3985.7,861,37,10.843,4.722,106,89,,65,,,,3,4.7223935,88.775116,62.634674,228,842,0,0,0,0,0,0,,,,,,,,,66
