TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF MAY 11, 2015 (B)",Adidas Warehouse : Men & Women,3,0,0,0,0,0,0,3,0,0,0
"WEEK OF MAY 18, 2015 (B)",Adidas : Apparel,13.9,0,13.9,0,0,0,0,0,0,0,0
"WEEK OF MAY 18, 2015 (B)",Adidas : Apparel & Misc Team Sport Equipment,361.2,0,361.2,0,0,0,0,0,0,0,0
"WEEK OF MAY 18, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,1036.9,0,1036.9,0,0,0,0,0,0,0,0
"WEEK OF MAY 18, 2015 (B)",Adidas : Corporate Promotion,94.2,0,94.2,0,0,0,0,0,0,0,0
"WEEK OF MAY 18, 2015 (B)",Adidas : Golf Shoes & Jackets Men,33,33,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 18, 2015 (B)",Adidas : Sneakers & Sportswear Men & Women,323.2,0,323.2,0,0,0,0,0,0,0,0
"WEEK OF MAY 18, 2015 (B)",Adidas Clothing Store : Men & Women,0.9,0,0,0,0,0,0,0.9,0,0,0
"WEEK OF MAY 18, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF MAY 18, 2015 (B)",Adidas Shoe Store : Men & Women,0.3,0,0,0,0,0,0,0.3,0,0,0
"WEEK OF MAY 18, 2015 (B)",Adidas Tent Sale : Sponsored Event,7.3,0,0,0,0,0,0,7.3,0,0,0
"WEEK OF MAY 25, 2015 (B)",Adidas : Apparel,27.6,0,27.6,0,0,0,0,0,0,0,0
"WEEK OF MAY 25, 2015 (B)",Adidas : Apparel & Misc Team Sport Equipment,398.5,0,398.5,0,0,0,0,0,0,0,0
"WEEK OF MAY 25, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,265.7,0,265.7,0,0,0,0,0,0,0,0
"WEEK OF MAY 25, 2015 (B)",Adidas : Corporate Promotion,66.3,0,66.3,0,0,0,0,0,0,0,0
"WEEK OF MAY 25, 2015 (B)",Adidas : Sneakers & Sportswear Men & Women,629.9,0,629.9,0,0,0,0,0,0,0,0
"WEEK OF MAY 25, 2015 (B)",Adidas : Sportswear Men & Women,3.8,0,3.8,0,0,0,0,0,0,0,0
"WEEK OF MAY 25, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF JUN 01, 2015 (B)",Adidas : Apparel,1153.7,1126.4,13.4,0,0,0,0,0,0,0,13.9
"WEEK OF JUN 01, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,563.2,563.2,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 01, 2015 (B)",Adidas : Golf Shoes,1.6,0,0,0,0,0,0,1.6,0,0,0
"WEEK OF JUN 01, 2015 (B)",Adidas : Sneakers & Sportswear Men & Women,40.7,0,40.7,0,0,0,0,0,0,0,0
"WEEK OF JUN 01, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,47.6,0,47.6,0,0,0,0,0,0,0,0
"WEEK OF JUN 01, 2015 (B)",Adidas Climacool Athleticwear Men & Adidas Climawarm Athleticwear Men : Combo,47.9,0,47.9,0,0,0,0,0,0,0,0
"WEEK OF JUN 01, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3,0,0,0,0,0,0,0,0,3,0
"WEEK OF JUN 01, 2015 (B)",Adidas Shoe Store : Family,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF JUN 01, 2015 (B)",Adidas Sports Performance Store : Sporting Goods Store,4.6,0,0,0,0,0,0,0,0,0,4.6
"WEEK OF JUN 01, 2015 (B)",Adidas Tent Sale : Sponsored Event,0.7,0,0,0,0,0,0,0.7,0,0,0
"WEEK OF JUN 08, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,48,48,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 08, 2015 (B)",Adidas : Corporate Promotion,7.8,0,7.8,0,0,0,0,0,0,0,0
"WEEK OF JUN 08, 2015 (B)",Adidas Boost : Sneakers Men,168,168,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 08, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3,0,0,0,0,0,0,0,0,3,0
"WEEK OF JUN 08, 2015 (B)",Adidas Giant Tent Sale : Sponsored Event,4.1,0,0,0,0,0,0,4.1,0,0,0
"WEEK OF JUN 08, 2015 (B)",Adidas Tent Sale : Sponsored Event,9.8,0,0,0,0,0,0,9.8,0,0,0
"WEEK OF JUN 15, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3,0,0,0,0,0,0,0,0,3,0
"WEEK OF JUN 22, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,4.1,0,4.1,0,0,0,0,0,0,0,0
"WEEK OF JUN 22, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3,0,0,0,0,0,0,0,0,3,0
"WEEK OF JUN 29, 2015 (B)",Adidas : Apparel,16.6,0,0,0,0,0,0,0,0,0,16.6
"WEEK OF JUN 29, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,2.1,0,2.1,0,0,0,0,0,0,0,0
"WEEK OF JUN 29, 2015 (B)",ADIDAS AMERICA STORE,6.2,0,0,0,0,0,0,0,0,0,6.2
"WEEK OF JUN 29, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.8,0,0,0,0,0,0,0,0,1.8,0
"WEEK OF JUN 29, 2015 (B)",Adidas Sports Performance Store : Sporting Goods Store,6.5,0,0,0,0,0,0,0,0,0,6.5
"WEEK OF JUN 29, 2015 (B)",Adidas Supernova Sequence 8 : Sneakers Men & Women,312,0,0,0,312,0,0,0,0,0,0
"WEEK OF JUL 06, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,2.5,0,2.5,0,0,0,0,0,0,0,0
"WEEK OF JUL 06, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.4,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF JUL 06, 2015 (B)",Adidas Tent Sale : Sponsored Event,10.1,0,0,0,0,0,0,10.1,0,0,0
"WEEK OF JUL 13, 2015 (B)",Adidas : Soccer Shoes,27.5,0,27.5,0,0,0,0,0,0,0,0
"WEEK OF JUL 13, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.4,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF JUL 20, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,10.4,0,10.4,0,0,0,0,0,0,0,0
"WEEK OF JUL 20, 2015 (B)",Adidas : Corporate Promotion,19.2,19.2,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 20, 2015 (B)",Adidas : Soccer Shoes,130.5,0,130.5,0,0,0,0,0,0,0,0
"WEEK OF JUL 20, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.4,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF JUL 27, 2015 (B)",Adidas : Apparel,33.3,0,0,0,0,0,0,0,0,0,33.3
"WEEK OF JUL 27, 2015 (B)",Adidas : Soccer Shoes,88.9,0,88.9,0,0,0,0,0,0,0,0
"WEEK OF JUL 27, 2015 (B)",Adidas : Sportswear Men & Women,28.3,0,0,0,0,0,0,0,0,0,28.3
"WEEK OF JUL 27, 2015 (B)",ADIDAS AMERICA STORE,28.1,0,0,0,0,0,0,0,0,0,28.1
"WEEK OF JUL 27, 2015 (B)",Adidas Boost : Sneakers Men & Women,5.1,0,0,0,0,0,0,0,0,0,5.1
"WEEK OF JUL 27, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.4,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF JUL 27, 2015 (B)",Adidas Shoe Store : Men & Women,0.8,0,0,0,0,0,0,0.8,0,0,0
"WEEK OF JUL 27, 2015 (B)",Adidas Solar Boost : Sneakers Men & Women,6.5,0,0,0,0,0,0,0,0,0,6.5
"WEEK OF JUL 27, 2015 (B)",Adidas Tent Sale : Sponsored Event,0.7,0,0,0,0,0,0,0.7,0,0,0
"WEEK OF JUL 27, 2015 (B)",Adidas Ultra Boost : Sneakers Men & Women,667.8,0,0,0,667.8,0,0,0,0,0,0
"WEEK OF JUL 27, 2015 (B)",Adidas ZX Flux : Sneakers Men & Women,20.7,0,0,0,0,0,0,0,0,0,20.7
"WEEK OF AUG 03, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,9.5,0,9.5,0,0,0,0,0,0,0,0
"WEEK OF AUG 03, 2015 (B)",Adidas : Soccer Apparel & Shoes,56,56,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 03, 2015 (B)",Adidas : Soccer Shoes,95.9,0,95.9,0,0,0,0,0,0,0,0
"WEEK OF AUG 03, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.6,0,0,0,0,0,0,0,0,1.6,0
"WEEK OF AUG 03, 2015 (B)",Adidas Warehouse : Men & Women,2.9,0,0,0,0,0,0,2.9,0,0,0
"WEEK OF AUG 10, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,2.1,0,2.1,0,0,0,0,0,0,0,0
"WEEK OF AUG 10, 2015 (B)",Adidas : Shirts Men,22.7,0,22.7,0,0,0,0,0,0,0,0
"WEEK OF AUG 10, 2015 (B)",Adidas : Sneakers Men,7,0,7,0,0,0,0,0,0,0,0
"WEEK OF AUG 10, 2015 (B)",Adidas : Soccer Apparel & Shoes,50,50,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 10, 2015 (B)",Adidas : Soccer Shoes,84.1,0,84.1,0,0,0,0,0,0,0,0
"WEEK OF AUG 10, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.6,0,0,0,0,0,0,0,0,1.6,0
"WEEK OF AUG 10, 2015 (B)",Adidas Tent Sale : Sponsored Event,12.2,0,0,0,0,0,0,12.2,0,0,0
"WEEK OF AUG 10, 2015 (B)",Adidas Warehouse : Men & Women,2.5,0,0,0,0,0,0,2.5,0,0,0
"WEEK OF AUG 17, 2015 (B)",Adidas : Sneakers & Sportswear Men,75.2,0,75.2,0,0,0,0,0,0,0,0
"WEEK OF AUG 17, 2015 (B)",Adidas : Sneakers Men,0.5,0,0.5,0,0,0,0,0,0,0,0
"WEEK OF AUG 17, 2015 (B)",Adidas : Soccer Apparel & Shoes,50,50,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 17, 2015 (B)",Adidas : Soccer Shoes,57.6,0,57.6,0,0,0,0,0,0,0,0
"WEEK OF AUG 17, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.6,0,0,0,0,0,0,0,0,1.6,0
"WEEK OF AUG 17, 2015 (B)",Adidas Shoe Store : Men & Women,3.2,0,0,0,0,0,0,3.2,0,0,0
"WEEK OF AUG 17, 2015 (B)",Adidas ZX Flux : Sneakers Men,41.8,41.7,0,0.1,0,0,0,0,0,0,0
"WEEK OF AUG 17, 2015 (B)",Adidas ZX Flux : Sneakers Men & Women,259.4,0,0,0,259.4,0,0,0,0,0,0
"WEEK OF AUG 24, 2015 (B)",Adidas : Apparel,2.1,0,2.1,0,0,0,0,0,0,0,0
"WEEK OF AUG 24, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,2.1,0,2.1,0,0,0,0,0,0,0,0
"WEEK OF AUG 24, 2015 (B)",Adidas : Sneakers & Sportswear Men,76.7,0,76.7,0,0,0,0,0,0,0,0
"WEEK OF AUG 24, 2015 (B)",Adidas : Sneakers Men,2.7,0,2.7,0,0,0,0,0,0,0,0
"WEEK OF AUG 24, 2015 (B)",Adidas : Soccer Apparel & Shoes,56,56,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 24, 2015 (B)",Adidas : Soccer Shoes,36.3,0,36.3,0,0,0,0,0,0,0,0
"WEEK OF AUG 24, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.6,0,0,0,0,0,0,0,0,1.6,0
"WEEK OF AUG 24, 2015 (B)",Adidas Tent Sale : Sponsored Event,4,0,0,0,0,0,0,4,0,0,0
"WEEK OF AUG 31, 2015 (B)",Adidas : Apparel,6.3,0,0,0,0,0,0,0,0,0,6.3
"WEEK OF AUG 31, 2015 (B)",Adidas : Sneakers & Sportswear Men,84.9,0,84.9,0,0,0,0,0,0,0,0
"WEEK OF AUG 31, 2015 (B)",Adidas : Sportswear Men & Women,14.2,0,0,0,0,0,0,0,0,0,14.2
"WEEK OF AUG 31, 2015 (B)",ADIDAS AMERICA STORE,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF AUG 31, 2015 (B)",Adidas Barricade 2015 Boost : Sneakers Men & Women,61.9,0,0,0,61.9,0,0,0,0,0,0
"WEEK OF AUG 31, 2015 (B)",Adidas Boost : Sneakers Men & Women,4.4,0,0,0,0,0,0,0,0,0,4.4
"WEEK OF AUG 31, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.1,0,0,0,0,0,0,0,0,1.1,0
"WEEK OF AUG 31, 2015 (B)",Adidas Solar Boost : Sneakers Men & Women,2.9,0,0,0,0,0,0,0,0,0,2.9
"WEEK OF AUG 31, 2015 (B)",Adidas Tubular : Sneakers Men,259.4,0,0,0,259.4,0,0,0,0,0,0
"WEEK OF SEP 07, 2015 (B)",Adidas : Athleticwear & Sneakers Men,974.6,695,57.8,221.8,0,0,0,0,0,0,0
"WEEK OF SEP 07, 2015 (B)",Adidas : Sneakers & Sportswear Men,9.8,0,9.8,0,0,0,0,0,0,0,0
"WEEK OF SEP 07, 2015 (B)",Adidas : Sneakers Men,97.8,0,97.8,0,0,0,0,0,0,0,0
"WEEK OF SEP 07, 2015 (B)",Adidas : Soccer Apparel & Shoes,26.6,26.6,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 07, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.1,0,0,0,0,0,0,0,0,1.1,0
"WEEK OF SEP 14, 2015 (B)",Adidas : Athleticwear & Sneakers Men,1133.7,568.2,423.3,142.2,0,0,0,0,0,0,0
"WEEK OF SEP 14, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,26,0,26,0,0,0,0,0,0,0,0
"WEEK OF SEP 14, 2015 (B)",Adidas : Corporate Promotion,11.5,0,0,0,0,0,0,11.5,0,0,0
"WEEK OF SEP 14, 2015 (B)",Adidas : Sneakers Men,479.2,0,462.9,16.3,0,0,0,0,0,0,0
"WEEK OF SEP 14, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.1,0,0,0,0,0,0,0,0,1.1,0
"WEEK OF SEP 21, 2015 (B)",Adidas : Athleticwear & Sneakers Men,1029.8,674.8,222,133,0,0,0,0,0,0,0
"WEEK OF SEP 21, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,34.7,0,34.7,0,0,0,0,0,0,0,0
"WEEK OF SEP 21, 2015 (B)",Adidas : Sneakers Men,591.3,0,565.8,25.5,0,0,0,0,0,0,0
"WEEK OF SEP 21, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.1,0,0,0,0,0,0,0,0,1.1,0
"WEEK OF SEP 28, 2015 (B)",Adidas : Athleticwear & Sneakers Men,623.2,369.9,203.2,50.1,0,0,0,0,0,0,0
"WEEK OF SEP 28, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,5,0,5,0,0,0,0,0,0,0,0
"WEEK OF SEP 28, 2015 (B)",Adidas : Sneakers Men,608.5,0,598.4,10.1,0,0,0,0,0,0,0
"WEEK OF SEP 28, 2015 (B)",ADIDAS AMERICA STORE,3,0,0,0,0,0,0,0,0,0,3
"WEEK OF SEP 28, 2015 (B)",ADIDAS FACTORY OUTLET : Family,1.9,0,0,0,0,0,0,0,0,1.9,0
"WEEK OF SEP 28, 2015 (B)",Adidas Terrex Swift R GTX : Hiking Shoes Men & Women,43.4,0,0,0,43.4,0,0,0,0,0,0
"WEEK OF SEP 28, 2015 (B)",Adidas Ultra Boost : Sneakers Men,667.8,0,0,0,667.8,0,0,0,0,0,0
"WEEK OF OCT 05, 2015 (B)",Adidas : Apparel,5.7,0,5.7,0,0,0,0,0,0,0,0
"WEEK OF OCT 05, 2015 (B)",Adidas : Athleticwear & Sneakers Men,341.1,230.8,88.8,21.5,0,0,0,0,0,0,0
"WEEK OF OCT 05, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,26.1,0,26.1,0,0,0,0,0,0,0,0
"WEEK OF OCT 05, 2015 (B)",Adidas : Sneakers Men,98.3,0,89.6,8.7,0,0,0,0,0,0,0
"WEEK OF OCT 05, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.4,0,0,0,0,0,0,0,0,2.4,0
"WEEK OF OCT 05, 2015 (B)",Adidas Shoe Store : Men & Women,8.1,0,0,0,0,0,0,8.1,0,0,0
"WEEK OF OCT 12, 2015 (B)",Adidas : Athleticwear & Sneakers Men,167.6,0,167.1,0.5,0,0,0,0,0,0,0
"WEEK OF OCT 12, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,5.3,0,5.3,0,0,0,0,0,0,0,0
"WEEK OF OCT 12, 2015 (B)",Adidas : Sneakers Men,83.4,0,83.4,0,0,0,0,0,0,0,0
"WEEK OF OCT 12, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.4,0,0,0,0,0,0,0,0,2.4,0
"WEEK OF OCT 12, 2015 (B)",University Of NE Cornhuskers/Adidas : Sponsored Event,45.3,0,0,0,0,0,0,45.3,0,0,0
"WEEK OF OCT 19, 2015 (B)",Adidas : Apparel,1.4,0,1.4,0,0,0,0,0,0,0,0
"WEEK OF OCT 19, 2015 (B)",Adidas : Athleticwear & Sneakers Men,191,0,190.9,0.1,0,0,0,0,0,0,0
"WEEK OF OCT 19, 2015 (B)",Adidas : Sneakers Men,28.8,0,28.8,0,0,0,0,0,0,0,0
"WEEK OF OCT 19, 2015 (B)",Adidas : Sportswear Men,20.2,0,0,0,0,0,0,20.2,0,0,0
"WEEK OF OCT 19, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.4,0,0,0,0,0,0,0,0,2.4,0
"WEEK OF OCT 19, 2015 (B)",Adidas Shoe Store : Men & Women,3.1,0,0,0,0,0,0,3.1,0,0,0
"WEEK OF OCT 19, 2015 (B)",University Of NE Cornhuskers/Adidas : Sponsored Event,60.5,0,0,0,0,0,0,60.5,0,0,0
"WEEK OF OCT 26, 2015 (B)",Adidas : Apparel,20,0,0,0,0,0,0,0,0,0,20
"WEEK OF OCT 26, 2015 (B)",Adidas : Athleticwear & Sneakers Men,168.4,0,168.3,0.1,0,0,0,0,0,0,0
"WEEK OF OCT 26, 2015 (B)",Adidas : Sneakers Men,450.8,0,450.8,0,0,0,0,0,0,0,0
"WEEK OF OCT 26, 2015 (B)",ADIDAS AMERICA STORE,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF OCT 26, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.2,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF OCT 26, 2015 (B)",Adidas Shoe Store : Men & Women,13,0,0,0,0,0,0,0,0,0,13
"WEEK OF OCT 26, 2015 (B)",Adidas Superstar : Sneakers Men & Women,40.2,0,0,0,0,0,0,0,0,0,40.2
"WEEK OF OCT 26, 2015 (B)",Adidas Ultra Boost : Sneakers Women,312,0,0,0,312,0,0,0,0,0,0
"WEEK OF NOV 02, 2015 (B)",Adidas : Athleticwear & Sneakers Men,280.2,0,280.1,0.1,0,0,0,0,0,0,0
"WEEK OF NOV 02, 2015 (B)",Adidas : Sneakers Men,124.4,0,124.4,0,0,0,0,0,0,0,0
"WEEK OF NOV 02, 2015 (B)",ADIDAS FACTORY OUTLET : Family,0.8,0,0,0,0,0,0,0,0,0.8,0
"WEEK OF NOV 09, 2015 (B)",Adidas : Athleticwear & Sneakers Men,23.5,0,23.5,0,0,0,0,0,0,0,0
"WEEK OF NOV 09, 2015 (B)",Adidas : Sneakers Men,13.8,0,13.8,0,0,0,0,0,0,0,0
"WEEK OF NOV 09, 2015 (B)",ADIDAS FACTORY OUTLET : Family,0.8,0,0,0,0,0,0,0,0,0.8,0
"WEEK OF NOV 16, 2015 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 16, 2015 (B)",ADIDAS FACTORY OUTLET : Family,0.8,0,0,0,0,0,0,0,0,0.8,0
"WEEK OF NOV 23, 2015 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 23, 2015 (B)",ADIDAS FACTORY OUTLET : Family,0.8,0,0,0,0,0,0,0,0,0.8,0
"WEEK OF NOV 30, 2015 (B)",Adidas : Apparel,17.1,0,0,0,0,0,0,0,0,0,17.1
"WEEK OF NOV 30, 2015 (B)",Adidas : Athleticwear & Sneakers Men,796,0,796,0,0,0,0,0,0,0,0
"WEEK OF NOV 30, 2015 (B)",ADIDAS AMERICA STORE,19,0,0,0,0,0,0,0,0,0,19
"WEEK OF NOV 30, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF NOV 30, 2015 (B)",Adidas Shoe Store : Men & Women,35.1,0,0,0,0,0,0,0,0,0,35.1
"WEEK OF NOV 30, 2015 (B)",Adidas Superstar : Sneakers Men & Women,23,0,0,0,0,0,0,0,0,0,23
"WEEK OF DEC 07, 2015 (B)",Adidas : Athleticwear & Sneakers Men,1614.2,0,1609.4,4.8,0,0,0,0,0,0,0
"WEEK OF DEC 07, 2015 (B)",Adidas Clothing Store : Men & Women,1.1,0,0,0,0,0,0,1.1,0,0,0
"WEEK OF DEC 07, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3.5,0,0,0,0,0,0,0,0,3.5,0
"WEEK OF DEC 14, 2015 (B)",Adidas : Athleticwear & Sneakers Men,1836.8,166,1667.6,3.2,0,0,0,0,0,0,0
"WEEK OF DEC 14, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3.5,0,0,0,0,0,0,0,0,3.5,0
"WEEK OF DEC 21, 2015 (B)",Adidas : Athleticwear & Sneakers Men,2127.6,775.2,1349.7,2.7,0,0,0,0,0,0,0
"WEEK OF DEC 21, 2015 (B)",Adidas : Corporate Promotion,4.1,0,4.1,0,0,0,0,0,0,0,0
"WEEK OF DEC 21, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3.5,0,0,0,0,0,0,0,0,3.5,0
"WEEK OF DEC 28, 2015 (B)",Adidas : Athleticwear & Sneakers Men,2623.5,0,2623.5,0,0,0,0,0,0,0,0
"WEEK OF DEC 28, 2015 (B)",ADIDAS AMERICA STORE,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF DEC 28, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2,0,0,0,0,0,0,0,0,2,0
"WEEK OF DEC 28, 2015 (B)",Adidas Shoe Store : Men & Women,63,0,0,0,0,0,0,0,0,0,63
"WEEK OF JAN 04, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0.7,0,0,0.7,0,0,0,0,0,0,0
"WEEK OF JAN 04, 2016 (B)",Adidas Tour 360 Boost : Golf Shoes,15.7,0,15.7,0,0,0,0,0,0,0,0
"WEEK OF JAN 11, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 18, 2016 (B)",Adidas : Athleticwear & Sneakers Men,236.5,0,235,1.5,0,0,0,0,0,0,0
"WEEK OF JAN 25, 2016 (B)",Adidas : Athleticwear & Sneakers Men,438,0,438,0,0,0,0,0,0,0,0
"WEEK OF JAN 25, 2016 (B)",Adidas : Sneakers Men,41.1,0,41.1,0,0,0,0,0,0,0,0
"WEEK OF JAN 25, 2016 (B)",Adidas Giant Tent Sale 2016 : Sponsored Event,2.1,0,0,0,0,0,0,2.1,0,0,0
"WEEK OF JAN 25, 2016 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,0.5,0,0,0.5,0,0,0,0,0,0,0
"WEEK OF FEB 01, 2016 (B)",Adidas : Apparel,0.8,0,0,0.8,0,0,0,0,0,0,0
"WEEK OF FEB 01, 2016 (B)",Adidas : Athleticwear & Sneakers Men,757.4,0,756.6,0.8,0,0,0,0,0,0,0
"WEEK OF FEB 01, 2016 (B)",Adidas : Sneakers Men,109.8,0,109.8,0,0,0,0,0,0,0,0
"WEEK OF FEB 01, 2016 (B)",ADIDAS FACTORY OUTLET : Family,2.9,0,0,0,0,0,0,0,0,2.9,0
"WEEK OF FEB 01, 2016 (B)",Adidas Sports Performance Store : Sporting Goods Store,29,0,0,0,0,0,0,0,0,0,29
"WEEK OF FEB 01, 2016 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,1.1,0,0,1.1,0,0,0,0,0,0,0
"WEEK OF FEB 08, 2016 (B)",Adidas : Apparel,1.5,0,0,1.5,0,0,0,0,0,0,0
"WEEK OF FEB 08, 2016 (B)",Adidas : Athleticwear & Sneakers Men,988.3,0,988.3,0,0,0,0,0,0,0,0
"WEEK OF FEB 08, 2016 (B)",Adidas : Corporate Promotion,15.2,0,15.2,0,0,0,0,0,0,0,0
"WEEK OF FEB 08, 2016 (B)",Adidas : Sneakers Men,75,0,75,0,0,0,0,0,0,0,0
"WEEK OF FEB 08, 2016 (B)",ADIDAS FACTORY OUTLET : Family,2.9,0,0,0,0,0,0,0,0,2.9,0
"WEEK OF FEB 08, 2016 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,0.6,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF FEB 15, 2016 (B)",Adidas : Athleticwear & Sneakers Men,287,30.8,256.2,0,0,0,0,0,0,0,0
"WEEK OF FEB 15, 2016 (B)",Adidas : Athleticwear & Sneakers Women,3490.1,2631.2,858.9,0,0,0,0,0,0,0,0
"WEEK OF FEB 15, 2016 (B)",Adidas : Corporate Promotion,345.3,0,345.3,0,0,0,0,0,0,0,0
"WEEK OF FEB 15, 2016 (B)",Adidas : Sneakers Men,54.2,0,54.2,0,0,0,0,0,0,0,0
"WEEK OF FEB 15, 2016 (B)",ADIDAS FACTORY OUTLET : Family,2.9,0,0,0,0,0,0,0,0,2.9,0
"WEEK OF FEB 15, 2016 (B)",Adidas Warehouse : Men & Women,0.5,0,0,0,0,0,0,0.5,0,0,0
"WEEK OF FEB 15, 2016 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,0.4,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF FEB 22, 2016 (B)",Adidas : Apparel,0.8,0,0,0.8,0,0,0,0,0,0,0
"WEEK OF FEB 22, 2016 (B)",Adidas : Athleticwear & Sneakers Men,2.6,0,2.6,0,0,0,0,0,0,0,0
"WEEK OF FEB 22, 2016 (B)",Adidas : Athleticwear & Sneakers Women,3182.3,2395.4,786.9,0,0,0,0,0,0,0,0
"WEEK OF FEB 22, 2016 (B)",Adidas : Athleticwear Women,2.6,0,2.6,0,0,0,0,0,0,0,0
"WEEK OF FEB 22, 2016 (B)",Adidas : Sneakers Women,137.5,0,137.5,0,0,0,0,0,0,0,0
"WEEK OF FEB 22, 2016 (B)",ADIDAS FACTORY OUTLET : Family,2.9,0,0,0,0,0,0,0,0,2.9,0
"WEEK OF FEB 22, 2016 (B)",Shamrock Run & Festival/Adidas : Sponsored Event,0.9,0,0,0.9,0,0,0,0,0,0,0
"WEEK OF FEB 29, 2016 (B)",Adidas : Athleticwear & Sneakers Men,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 29, 2016 (B)",Adidas : Athleticwear & Sneakers Women,1592.5,911.1,661.6,0,0,0,0,0,0,0,19.9
